"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Bogan",6,"Diabetes",7.4716594,5.0799894,57.870304,NA,NA
"Bogan",7,"Colorectal Cancer",5.3406863,3.6311385,41.365261,NA,NA
"Bogan",8,"Hypertensive Disease",3.7358326,2.5399967,28.935174,NA,NA
"Bogan",9,"Prostate Cancer",3.2121348,2.183934,24.878974,NA,NA
"Bogan",10,"Cardiac Arrhythmias",3.207309,2.1806529,24.841596,NA,NA
"Bogan",11,"Suicide",3.2024919,2.1773777,24.804286,NA,NA
"Bogan",12,"Other Ill-defined Causes",3.2000732,2.1757333,24.785553,NA,NA
"Bogan",13,"Land transport accidents (V01–V89)",2.6763754,1.8196706,20.729352,NA,NA
"Bogan",14,"Leukaemia (C91–C95)",2.6715467,1.8163875,20.691952,NA,NA
"Bogan",15,"Malignant neoplasms of lip, oral cavity and pharynx (C00–C14)",2.6715438,1.8163855,20.69193,NA,NA
"Bogan",16,"Liver disease (K70–K76)",2.6667354,1.8131163,20.654687,NA,NA
"Bogan",17,"Unknown / Ill-defined Cancer",2.1478663,1.4603366,16.635886,NA,NA
"Bogan",18,"Heart Failure / Ill-defined Heart Disease",2.1454534,1.4586961,16.617198,NA,NA
"Bogan",19,"Pancreatic Cancer",2.1454389,1.4586863,16.617085,NA,NA
"Bogan",20,"Kidney Failure",2.143055,1.4570654,16.598621,NA,NA
"Bogan",NA,"Top 20 leading causes",101.06772,68.716053,NA,NA,NA
"Bogan",NA,"All causes",147.08022,100,1139.1816,715.20836,1.3923636
"Bourke",1,"Coronary Heart Disease",16.391638,13.043478,125.26096,NA,NA
"Bourke",2,"Chronic Obstructive Pulmonary Disease",9.5617886,7.6086957,73.068894,NA,NA
"Bourke",3,"Kidney Failure",6.829849,5.4347826,52.192067,NA,NA
"Bourke",4,"Lung Cancer",5.4638792,4.3478261,41.753653,NA,NA
"Bourke",5,"Diabetes",5.4638792,4.3478261,41.753653,NA,NA
"Bourke",6,"Dementia / Alzheimer's",5.4638792,4.3478261,41.753653,NA,NA
"Bourke",7,"Stroke / Cerebrovascular Disease",5.4638792,4.3478261,41.753653,NA,NA
"Bourke",8,"Liver disease (K70–K76)",4.0979094,3.2608696,31.31524,NA,NA
"Bourke",9,"Suicide",4.0979094,3.2608696,31.31524,NA,NA
"Bourke",10,"Unknown / Ill-defined Cancer",3.4149245,2.7173913,26.096033,NA,NA
"Bourke",11,"Hypertensive Disease",3.4149245,2.7173913,26.096033,NA,NA
"Bourke",12,"Heart Failure / Ill-defined Heart Disease",3.4149245,2.7173913,26.096033,NA,NA
"Bourke",13,"Septicaemia (A40–A41)",2.7319396,2.173913,20.876827,NA,NA
"Bourke",14,"Colorectal Cancer",2.7319396,2.173913,20.876827,NA,NA
"Bourke",15,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",2.7319396,2.173913,20.876827,NA,NA
"Bourke",16,"Other Ill-defined Causes",2.7319396,2.173913,20.876827,NA,NA
"Bourke",17,"Liver Cancer",2.0489547,1.6304348,15.65762,NA,NA
"Bourke",18,"Prostate Cancer",2.0489547,1.6304348,15.65762,NA,NA
"Bourke",19,"Cardiac Arrhythmias",2.0489547,1.6304348,15.65762,NA,NA
"Bourke",20,"Aortic aneurysm and dissection (I71)",2.0489547,1.6304348,15.65762,NA,NA
"Bourke",NA,"Top 20 leading causes",92.202962,73.369565,NA,NA,NA
"Bourke",NA,"All causes",125.66922,100,960.33403,963.87369,1.8764639
"Brewarrina",1,"Coronary Heart Disease",9.6386877,12.981277,127.4236,NA,NA
"Brewarrina",2,"Chronic Obstructive Pulmonary Disease",6.1932767,8.3410359,81.875215,NA,NA
"Brewarrina",3,"Lung Cancer",3.7729239,5.0813318,49.878113,NA,NA
"Brewarrina",4,"Dementia / Alzheimer's",3.4511789,4.6480092,45.624639,NA,NA
"Brewarrina",5,"Kidney Failure",3.366645,4.5341599,44.5071,NA,NA
"Brewarrina",6,"Diabetes",3.1331374,4.2196745,41.420125,NA,NA
"Brewarrina",7,"Stroke / Cerebrovascular Disease",3.0042409,4.0460781,39.716112,NA,NA
"Brewarrina",8,"Liver disease (K70–K76)",2.3294838,3.1373228,30.795812,NA,NA
"Brewarrina",9,"Suicide",2.1060148,2.8363572,27.841549,NA,NA
"Brewarrina",10,"Hypertensive Disease",1.883578,2.5367818,24.900931,NA,NA
"Brewarrina",11,"Heart Failure / Ill-defined Heart Disease",1.8724675,2.5218183,24.75405,NA,NA
"Brewarrina",12,"Unknown / Ill-defined Cancer",1.827033,2.4606276,24.153405,NA,NA
"Brewarrina",13,"Colorectal Cancer",1.7139827,2.3083728,22.658878,NA,NA
"Brewarrina",14,"Other Ill-defined Causes",1.5628652,2.1048494,20.661102,NA,NA
"Brewarrina",15,"Prostate Cancer",1.4730284,1.9838582,19.473458,NA,NA
"Brewarrina",16,"Septicaemia (A40–A41)",1.4117477,1.901326,18.663327,NA,NA
"Brewarrina",17,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",1.4080442,1.8963382,18.614366,NA,NA
"Brewarrina",18,"Cardiac Arrhythmias",1.2004214,1.6167141,15.86959,NA,NA
"Brewarrina",19,"Liver Cancer",1.1401729,1.5355721,15.073104,NA,NA
"Brewarrina",20,"Accidental Falls",1.0418969,1.4032151,13.773893,NA,NA
"Brewarrina",NA,"Top 20 leading causes",53.530827,72.09472,NA,NA,NA
"Brewarrina",NA,"All causes",74.25069,100,981.59528,934.3089,1.8189074
"Broken Hill",1,"Coronary Heart Disease",116,10.780669,130.3239,72.535363,1.337942
"Broken Hill",2,"Dementia / Alzheimer's",99,9.2007435,111.22471,52.031292,1.2236357
"Broken Hill",3,"Chronic Obstructive Pulmonary Disease",61,5.669145,68.532396,40.341585,1.8225816
"Broken Hill",4,"Stroke / Cerebrovascular Disease",60,5.5762082,67.408914,37.018231,1.2458687
"Broken Hill",5,"Lung Cancer",55,5.1115242,61.791504,38.145689,1.391249
"Broken Hill",6,"Disorders of fluid, electrolyte and acid-based balance (dehydration) (E86–E87)",33,3.0669145,37.074903,16.23922,15.954084
"Broken Hill",7,"Colorectal Cancer",32,2.9739777,35.951421,20.413452,1.2050861
"Broken Hill",8,"Breast Cancer",25,2.3234201,28.087047,16.681896,1.6324912
"Broken Hill",9,"Influenza / Pneumonia",25,2.3234201,28.087047,13.922944,1.5354581
"Broken Hill",10,"Unknown / Ill-defined Cancer",22,2.0446097,24.716602,13.871122,1.4677289
"Broken Hill",11,"Diabetes",21,1.9516729,23.59312,16.341512,1.0455694
"Broken Hill",12,"Hypertensive Disease",21,1.9516729,23.59312,12.738053,1.9286561
"Broken Hill",13,"Suicide",20,1.8587361,22.469638,20.23588,1.6045903
"Broken Hill",14,"Pancreatic Cancer",17,1.5799257,19.099192,NA,NA
"Broken Hill",15,"Prostate Cancer",16,1.4869888,17.97571,NA,NA
"Broken Hill",16,"Leukaemia (C91–C95)",16,1.4869888,17.97571,NA,NA
"Broken Hill",17,"Heart Failure / Ill-defined Heart Disease",15,1.394052,16.852228,NA,NA
"Broken Hill",18,"Accidental Falls",15,1.394052,16.852228,NA,NA
"Broken Hill",19,"Cardiac Arrhythmias",14,1.3011152,15.728747,NA,NA
"Broken Hill",20,"Lymphomas (C81–C86, C96)",12,1.1152416,13.481783,NA,NA
"Broken Hill",NA,"Top 20 leading causes",695,64.591078,NA,NA,NA
"Broken Hill",NA,"All causes",1076,100,1208.8665,720.15731,1.4019982
"Burwood",1,"Dementia / Alzheimer's",126.80019,11.534988,62.580684,40.000306,0.9406993
"Burwood",2,"Coronary Heart Disease",106.54257,9.6921566,52.582783,40.035626,0.7384721
"Burwood",3,"Stroke / Cerebrovascular Disease",85.05418,7.7373618,41.977449,30.16278,1.0151448
"Burwood",4,"Lung Cancer",50.498289,4.5938193,24.922813,22.100406,0.8060457
"Burwood",5,"Chronic Obstructive Pulmonary Disease",30.721462,2.7947252,15.162201,11.551388,0.521877
"Burwood",6,"Colorectal Cancer",30.449023,2.7699416,15.027743,12.626655,0.745401
"Burwood",7,"Diabetes",29.300328,2.665445,14.460818,10.704735,0.6849148
"Burwood",8,"Liver Cancer",24.752758,2.2517535,12.216421,10.662894,1.5484667
"Burwood",9,"Influenza / Pneumonia",24.155342,2.1974067,11.921574,8.2841392,0.9135962
"Burwood",10,"Heart Failure / Ill-defined Heart Disease",23.496386,2.1374615,11.596354,8.1701665,0.8167295
"Burwood",11,"Breast Cancer",23.043053,2.0962219,11.372617,10.612565,1.0385461
"Burwood",12,"Pancreatic Cancer",21.779156,1.9812454,10.748836,9.5235898,0.9337586
"Burwood",13,"Unknown / Ill-defined Cancer",20.249084,1.8420552,9.9936878,7.8248994,0.827967
"Burwood",14,"Prostate Cancer",19.669736,1.789352,9.7077574,NA,NA
"Burwood",15,"Cardiac Arrhythmias",19.475784,1.7717081,9.6120346,NA,NA
"Burwood",16,"Accidental Falls",15.810479,1.4382761,7.8030684,NA,NA
"Burwood",17,"Hypertensive Disease",15.540224,1.4136911,7.6696874,NA,NA
"Burwood",18,"Suicide",14.935631,1.3586914,7.3712979,NA,NA
"Burwood",19,"Leukaemia (C91–C95)",13.972621,1.2710866,6.8960162,NA,NA
"Burwood",20,"Liver disease (K70–K76)",13.725002,1.2485607,6.7738068,NA,NA
"Burwood",NA,"Top 20 leading causes",709.97131,64.585948,NA,NA,NA
"Burwood",NA,"All causes",1099.2659,100,542.52923,424.58829,0.8265861
"Byron",1,"Dementia / Alzheimer's",109.05647,9.5063986,62.292471,51.42173,1.2093005
"Byron",2,"Coronary Heart Disease",99.463066,8.6701462,56.81277,48.526489,0.8950893
"Byron",3,"Stroke / Cerebrovascular Disease",75.192003,6.5544497,42.949269,36.002055,1.2116688
"Byron",4,"Lung Cancer",63.304946,5.5182608,36.159445,25.035714,0.9131022
"Byron",5,"Chronic Obstructive Pulmonary Disease",59.180709,5.1587531,33.803703,26.85118,1.2131022
"Byron",6,"Colorectal Cancer",36.169415,3.1528699,20.659775,17.250803,1.0183826
"Byron",7,"Non-rheumatic valve disorders (I34–I38)",27.056472,2.3584992,15.454511,12.958456,2.6023363
"Byron",8,"Pancreatic Cancer",26.124237,2.2772368,14.922024,10.553071,1.034696
"Byron",9,"Heart Failure / Ill-defined Heart Disease",25.067766,2.1851447,14.318573,11.94981,1.1945611
"Byron",10,"Suicide",24.15812,2.1058514,13.798989,13.730418,1.0887441
"Byron",11,"Prostate Cancer",23.101649,2.0137593,13.195538,11.000594,1.0343586
"Byron",12,"Unknown / Ill-defined Cancer",22.124237,1.9285588,12.637246,9.4398412,0.9988469
"Byron",13,"Breast Cancer",22.101649,1.9265898,12.624343,9.256072,0.9057997
"Byron",14,"Diabetes",20.090354,1.7512662,11.475503,9.851534,0.630325
"Byron",15,"Parkinson disease (G20)",20.067766,1.7492972,11.4626,10.442279,1.6811123
"Byron",16,"Cardiac Arrhythmias",20.033883,1.7463436,11.443246,9.6262423,1.355236
"Byron",17,"Liver Cancer",19.135532,1.6680348,10.930113,NA,NA
"Byron",18,"Influenza / Pneumonia",18.067766,1.5749582,10.320211,NA,NA
"Byron",19,"Kidney Failure",18.045177,1.5729892,10.307308,NA,NA
"Byron",20,"Hypertensive Disease",17.045177,1.4858197,9.7361137,NA,NA
"Byron",NA,"Top 20 leading causes",744.58639,64.905227,NA,NA,NA
"Byron",NA,"All causes",1147.1902,100,655.26888,535.50165,1.0425116
"Cabonne",1,"Coronary Heart Disease",61.069917,12.106461,88.913608,64.086898,1.1821069
"Cabonne",2,"Lung Cancer",31.38782,6.2223011,45.698513,30.602506,1.1161342
"Cabonne",3,"Chronic Obstructive Pulmonary Disease",30.079053,5.9628519,43.793037,30.743772,1.3889646
"Cabonne",4,"Dementia / Alzheimer's",29.064393,5.7617064,42.315762,30.954732,0.7279718
"Cabonne",5,"Stroke / Cerebrovascular Disease",22.034164,4.3680384,32.080231,24.37118,0.8202253
"Cabonne",6,"Colorectal Cancer",17.058796,3.3817246,24.836436,NA,NA
"Cabonne",7,"Breast Cancer",14.070611,2.7893487,20.485843,NA,NA
"Cabonne",8,"Prostate Cancer",14.016192,2.7785608,20.406614,NA,NA
"Cabonne",9,"Heart Failure / Ill-defined Heart Disease",13.520251,2.6802457,19.684557,NA,NA
"Cabonne",10,"Diabetes",12.515313,2.4810274,18.221436,NA,NA
"Cabonne",11,"Influenza / Pneumonia",11.546536,2.2889777,16.810963,NA,NA
"Cabonne",12,"Hypertensive Disease",11.414797,2.262862,16.619162,NA,NA
"Cabonne",13,"Land transport accidents (V01–V89)",10.27793,2.0374902,14.963961,NA,NA
"Cabonne",14,"Kidney Failure",9.6118116,1.9054393,13.994138,NA,NA
"Cabonne",15,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",7.4700727,1.4808624,10.875913,NA,NA
"Cabonne",16,"Unknown / Ill-defined Cancer",7.4509135,1.4770642,10.848019,NA,NA
"Cabonne",17,"Accidental Falls",7.43785,1.4744745,10.828999,NA,NA
"Cabonne",18,"Parkinson disease (G20)",7.3872797,1.4644495,10.755372,NA,NA
"Cabonne",19,"Suicide",6.5454837,1.2975724,9.5297751,NA,NA
"Cabonne",20,"Leukaemia (C91–C95)",6.4492351,1.2784922,9.3896437,NA,NA
"Cabonne",NA,"Top 20 leading causes",330.40842,65.49995,NA,NA,NA
"Cabonne",NA,"All causes",504.44072,100,734.43107,534.31253,1.0401966
"Camden",1,"Coronary Heart Disease",185.7456,9.3789132,35.781236,50.96896,0.9401416
"Camden",2,"Dementia / Alzheimer's",181.74126,9.1767208,35.009857,53.11777,1.2491867
"Camden",3,"Stroke / Cerebrovascular Disease",130.55042,6.5919249,25.148672,37.141808,1.2500278
"Camden",4,"Lung Cancer",123.52714,6.2372963,23.795739,31.809527,1.1601566
"Camden",5,"Chronic Obstructive Pulmonary Disease",73.993278,3.7361667,14.253748,20.499234,0.9261293
"Camden",6,"Colorectal Cancer",65.832353,3.3240945,12.681662,17.294995,1.0209914
"Camden",7,"Diabetes",62.004676,3.1308224,11.944315,16.932666,1.0833929
"Camden",8,"Heart Failure / Ill-defined Heart Disease",48.0314,2.4252652,9.2525629,13.727237,1.3722413
"Camden",9,"Hypertensive Disease",44.087512,2.2261251,8.4928292,12.580147,1.9047477
"Camden",10,"Breast Cancer",43.657179,2.2043962,8.4099316,10.923383,1.0689628
"Camden",11,"Suicide",37.934863,1.9154574,7.3076093,7.7156249,0.6118052
"Camden",12,"Prostate Cancer",35.562663,1.7956772,6.8506389,9.9733593,0.9377703
"Camden",13,"Unknown / Ill-defined Cancer",35.458169,1.7904009,6.8305095,9.449314,0.9998493
"Camden",14,"Pancreatic Cancer",35.247607,1.7797689,6.7899478,9.1941028,0.9014534
"Camden",15,"Leukaemia (C91–C95)",34.116354,1.7226482,6.5720281,8.4483098,1.3633442
"Camden",16,"Septicaemia (A40–A41)",32.554545,1.6437873,6.271168,9.0596124,2.1119691
"Camden",17,"Liver Cancer",31.4097,1.5859802,6.0506298,7.5047219,1.0898366
"Camden",18,"Parkinson disease (G20)",28.26164,1.4270242,5.4442011,8.0614525,1.2978208
"Camden",19,"Cardiac Arrhythmias",28.084139,1.4180616,5.4100082,8.1189406,1.1430297
"Camden",20,"Influenza / Pneumonia",25.488035,1.2869756,4.9099056,7.1868769,0.7925873
"Camden",NA,"Top 20 leading causes",1283.2885,64.797507,NA,NA,NA
"Camden",NA,"All causes",1980.4597,100,381.50727,529.18632,1.030217
"Campbelltown (NSW)",1,"Coronary Heart Disease",552.10144,12.122127,64.119489,75.89514,1.3999143
"Campbelltown (NSW)",2,"Lung Cancer",271.49334,5.9610001,31.530463,32.955143,1.2019395
"Campbelltown (NSW)",3,"Chronic Obstructive Pulmonary Disease",242.6836,5.3284437,28.184583,32.195976,1.4545733
"Campbelltown (NSW)",4,"Dementia / Alzheimer's",237.80739,5.2213799,27.618273,34.900539,0.8207666
"Campbelltown (NSW)",5,"Stroke / Cerebrovascular Disease",216.70385,4.7580234,25.167368,29.550715,0.9945454
"Campbelltown (NSW)",6,"Diabetes",164.72337,3.6167223,19.130503,21.00995,1.3442674
"Campbelltown (NSW)",7,"Colorectal Cancer",158.51965,3.4805113,18.410021,20.336877,1.2005656
"Campbelltown (NSW)",8,"Hypertensive Disease",114.67264,2.5177915,13.317754,16.202912,2.4532672
"Campbelltown (NSW)",9,"Breast Cancer",101.7681,2.2344551,11.819058,12.78132,1.2507806
"Campbelltown (NSW)",10,"Pancreatic Cancer",96.72846,2.123803,11.233768,11.815889,1.1585114
"Campbelltown (NSW)",11,"Heart Failure / Ill-defined Heart Disease",95.818335,2.1038199,11.128069,13.467031,1.3462299
"Campbelltown (NSW)",12,"Unknown / Ill-defined Cancer",90.727749,1.9920493,10.536862,11.706605,1.2386974
"Campbelltown (NSW)",13,"Suicide",84.827959,1.8625115,9.8516777,10.153488,0.8051139
"Campbelltown (NSW)",14,"Liver Cancer",83.831815,1.8406398,9.7359883,9.8750485,1.4340557
"Campbelltown (NSW)",15,"Liver disease (K70–K76)",76.800352,1.6862546,8.9193743,8.9368625,1.2367974
"Campbelltown (NSW)",16,"Kidney Failure",73.906188,1.6227094,8.5832543,10.422661,1.4479191
"Campbelltown (NSW)",17,"Septicaemia (A40–A41)",70.898707,1.5566761,8.233974,9.9978121,2.3306814
"Campbelltown (NSW)",18,"Influenza / Pneumonia",65.864306,1.4461391,7.649293,9.2182122,1.0166082
"Campbelltown (NSW)",19,"Cardiac Arrhythmias",64.80083,1.4227891,7.525784,9.2848701,1.3071757
"Campbelltown (NSW)",20,"Other Ill-defined Causes",63.908109,1.4031882,7.4221058,7.8420158,1.0573028
"Campbelltown (NSW)",NA,"Top 20 leading causes",2928.5862,64.301034,NA,NA,NA
"Campbelltown (NSW)",NA,"All causes",4554.4931,100,528.94587,598.01606,1.1642143
"Canada Bay",1,"Dementia / Alzheimer's",314.03205,12.184274,68.420103,43.442629,1.0216535
"Canada Bay",2,"Coronary Heart Disease",225.53771,8.7507417,49.139295,34.161261,0.6301173
"Canada Bay",3,"Stroke / Cerebrovascular Disease",156.12918,6.057728,34.016829,23.777683,0.8002509
"Canada Bay",4,"Lung Cancer",111.94623,4.3434533,24.390416,19.609714,0.7152052
"Canada Bay",5,"Chronic Obstructive Pulmonary Disease",81.546397,3.1639563,17.767018,12.76545,0.5767268
"Canada Bay",6,"Colorectal Cancer",80.397221,3.1193689,17.51664,13.576404,0.8014684
"Canada Bay",7,"Diabetes",73.245437,2.8418835,15.958436,11.204097,0.7168652
"Canada Bay",8,"Heart Failure / Ill-defined Heart Disease",58.748484,2.2794095,12.799895,8.5788093,0.8575795
"Canada Bay",9,"Pancreatic Cancer",58.098008,2.2541714,12.658172,9.9181673,0.9724457
"Canada Bay",10,"Unknown / Ill-defined Cancer",56.097132,2.1765385,12.222229,8.9294126,0.9448376
"Canada Bay",11,"Breast Cancer",51.696438,2.0057939,11.263423,8.8916533,0.8701376
"Canada Bay",12,"Liver Cancer",51.396347,1.9941506,11.19804,9.0834459,1.3190991
"Canada Bay",13,"Influenza / Pneumonia",47.993041,1.8621041,10.45654,6.9448387,0.7658947
"Canada Bay",14,"Prostate Cancer",46.648742,1.809946,10.16365,7.5597397,0.7108236
"Canada Bay",15,"Hypertensive Disease",46.097132,1.7885439,10.043467,6.6988429,1.0142653
"Canada Bay",16,"Parkinson disease (G20)",41.498696,1.610127,9.0415773,6.4516962,1.0386646
"Canada Bay",17,"Suicide",38.898532,1.5092421,8.4750636,8.0047116,0.6347282
"Canada Bay",18,"Kidney Failure",36.297479,1.4083226,7.9083562,5.4801544,0.7613046
"Canada Bay",19,"Cardiac Arrhythmias",34.797911,1.3501402,7.581636,4.9020323,0.6901354
"Canada Bay",20,"Accidental Falls",33.698177,1.3074711,7.3420302,4.885985,0.5043181
"Canada Bay",NA,"Top 20 leading causes",1644.8003,63.817367,NA,NA,NA
"Canada Bay",NA,"All causes",2577.3554,100,561.54435,410.24338,0.7986595
"Canterbury-Bankstown",1,"Coronary Heart Disease",1079.0777,9.9590641,57.974188,46.423417,0.8562973
"Canterbury-Bankstown",2,"Dementia / Alzheimer's",976.22106,9.0097757,52.448144,37.490785,0.8816822
"Canterbury-Bankstown",3,"Stroke / Cerebrovascular Disease",620.86686,5.7301275,33.356497,26.105859,0.8786069
"Canterbury-Bankstown",4,"Lung Cancer",605.54263,5.5886965,32.533192,28.804763,1.0505669
"Canterbury-Bankstown",5,"Chronic Obstructive Pulmonary Disease",414.90087,3.8292185,22.290833,18.491544,0.8354245
"Canterbury-Bankstown",6,"Diabetes",408.66853,3.7716988,21.955996,18.214468,1.1654057
"Canterbury-Bankstown",7,"Colorectal Cancer",325.80588,3.0069397,17.504144,14.993234,0.8851094
"Canterbury-Bankstown",8,"Heart Failure / Ill-defined Heart Disease",284.79059,2.6283998,15.300569,11.45224,1.1448216
"Canterbury-Bankstown",9,"Hypertensive Disease",236.64773,2.184078,12.714061,9.639401,1.4594923
"Canterbury-Bankstown",10,"Pancreatic Cancer",219.20047,2.0230531,11.776695,10.165338,0.99668
"Canterbury-Bankstown",11,"Breast Cancer",208.29064,1.9223637,11.190557,10.175957,0.9958197
"Canterbury-Bankstown",12,"Unknown / Ill-defined Cancer",198.48509,1.831866,10.663747,9.0768644,0.9604397
"Canterbury-Bankstown",13,"Kidney Failure",192.67282,1.7782231,10.351479,7.8912281,1.0962517
"Canterbury-Bankstown",14,"Influenza / Pneumonia",183.66184,1.6950587,9.8673579,7.6645959,0.8452714
"Canterbury-Bankstown",15,"Liver Cancer",181.5906,1.6759427,9.7560794,8.5966117,1.248401
"Canterbury-Bankstown",16,"Cardiac Arrhythmias",169.77925,1.5669329,9.1215063,6.7458834,0.949723
"Canterbury-Bankstown",17,"Prostate Cancer",156.79927,1.4471376,8.424148,6.479533,0.6092544
"Canterbury-Bankstown",18,"Lung diseases due to external agents (J60–J70)",153.87628,1.4201607,8.2671086,6.1513164,1.8510931
"Canterbury-Bankstown",19,"Suicide",137.56383,1.2696092,7.390711,7.1191228,0.564506
"Canterbury-Bankstown",20,"Accidental Falls",135.05786,1.246481,7.2560757,5.5220859,0.5699747
"Canterbury-Bankstown",NA,"Top 20 leading causes",6889.4998,63.584827,NA,NA,NA
"Canterbury-Bankstown",NA,"All causes",10835.132,100,582.12486,477.53163,0.9296559
"Carrathool",1,"Chronic Obstructive Pulmonary Disease",7.9537486,8.9384364,53.606053,NA,NA
"Carrathool",2,"Coronary Heart Disease",6.6056514,7.4234424,44.520253,NA,NA
"Carrathool",3,"Lung Cancer",4.8001663,5.3944352,32.351785,NA,NA
"Carrathool",4,"Dementia / Alzheimer's",3.6639165,4.1175157,24.693778,NA,NA
"Carrathool",5,"Colorectal Cancer",3.196902,3.592684,21.54623,NA,NA
"Carrathool",6,"Stroke / Cerebrovascular Disease",2.753954,3.0948982,18.560884,NA,NA
"Carrathool",7,"Breast Cancer",2.7347008,3.0732615,18.431123,NA,NA
"Carrathool",8,"Land transport accidents (V01–V89)",2.2821262,2.5646574,15.380896,NA,NA
"Carrathool",9,"Diabetes",2.0558389,2.3103553,13.855782,NA,NA
"Carrathool",10,"Hypertensive Disease",2.0558389,2.3103553,13.855782,NA,NA
"Carrathool",11,"Liver disease (K70–K76)",2.0365857,2.2887185,13.726021,NA,NA
"Carrathool",12,"Pancreatic Cancer",1.8295516,2.0560532,12.330669,NA,NA
